 1.000000000000E-02 -7.000000002908E+02  9.177306845293E+02 -1.617730684820E+03
 4.165000000000E+01 -7.008475030501E+02  1.001403516922E+03 -1.702251019972E+03
 4.166000000000E+01 -7.008446744705E+02  9.983525597907E+02 -1.699197234261E+03
 4.167000000000E+01 -7.008472278596E+02  9.955080130900E+02 -1.696355240950E+03
 4.168000000000E+01 -7.008449271933E+02  9.937387261007E+02 -1.694583653294E+03
 4.169000000000E+01 -7.008377641641E+02  9.925263093165E+02 -1.693364073481E+03
 4.170000000000E+01 -7.008344226030E+02  9.913670700689E+02 -1.692201492672E+03
 4.171000000000E+01 -7.008328788717E+02  9.918893270081E+02 -1.692722205880E+03
 4.172000000000E+01 -7.008311016433E+02  9.946569005207E+02 -1.695488002164E+03
 4.173000000000E+01 -7.008326452770E+02  9.973468238014E+02 -1.698179469078E+03
 4.174000000000E+01 -7.008390489149E+02  9.981243955714E+02 -1.698963444486E+03
 4.175000000000E+01 -7.008441664157E+02  9.961308922691E+02 -1.696975058685E+03
 4.176000000000E+01 -7.008459494510E+02  9.916343348158E+02 -1.692480284267E+03
 4.177000000000E+01 -7.008413397076E+02  9.860392045037E+02 -1.686880544211E+03
 4.178000000000E+01 -7.008400674167E+02  9.799713402886E+02 -1.680811407705E+03
 4.179000000000E+01 -7.008431281708E+02  9.731506696799E+02 -1.673993797851E+03
 4.180000000000E+01 -7.008420805626E+02  9.675868704443E+02 -1.668428951007E+03
 4.181000000000E+01 -7.008351729183E+02  9.666248650708E+02 -1.667460037989E+03
 4.182000000000E+01 -7.008362291486E+02  9.697886219414E+02 -1.670624851090E+03
 4.183000000000E+01 -7.008411138333E+02  9.728599881203E+02 -1.673701101954E+03
 4.184000000000E+01 -7.008459596137E+02  9.733915007470E+02 -1.674237460361E+03
 4.185000000000E+01 -7.008577247629E+02  9.738976481216E+02 -1.674755372884E+03
 4.186000000000E+01 -7.008610718701E+02  9.758847004003E+02 -1.676745772270E+03
 4.187000000000E+01 -7.008605709862E+02  9.767742917864E+02 -1.677634862773E+03
 4.188000000000E+01 -7.008638879817E+02  9.746219183795E+02 -1.675485806361E+03
 4.189000000000E+01 -7.008736028988E+02  9.705441942133E+02 -1.671417797112E+03
 4.190000000000E+01 -7.008682193798E+02  9.664717506822E+02 -1.667339970062E+03
 4.191000000000E+01 -7.008592482401E+02  9.641342912981E+02 -1.664993539538E+03
 4.192000000000E+01 -7.008607833574E+02  9.652582216263E+02 -1.666119004984E+03
 4.193000000000E+01 -7.008646269101E+02  9.698837497976E+02 -1.670748376708E+03
 4.194000000000E+01 -7.008707921793E+02  9.767954744766E+02 -1.677666266656E+03
 4.195000000000E+01 -7.008739071568E+02  9.822286502806E+02 -1.683102557437E+03
 4.196000000000E+01 -7.008711015487E+02  9.804721714079E+02 -1.681343272957E+03
 4.197000000000E+01 -7.008689917206E+02  9.714758245324E+02 -1.672344816253E+03
 4.198000000000E+01 -7.008623005965E+02  9.641236667805E+02 -1.664985967377E+03
 4.199000000000E+01 -7.008607980045E+02  9.635920672346E+02 -1.664452865239E+03
 4.200000000000E+01 -7.008602909346E+02  9.661472766794E+02 -1.667007567614E+03
 4.201000000000E+01 -7.008497724294E+02  9.703957239769E+02 -1.671245496406E+03
 4.202000000000E+01 -7.008408306976E+02  9.778956386559E+02 -1.678736469353E+03
 4.203000000000E+01 -7.008426524922E+02  9.855629758246E+02 -1.686405628317E+03
 4.204000000000E+01 -7.008365127994E+02  9.885922301392E+02 -1.689428742939E+03
 4.205000000000E+01 -7.008329106268E+02  9.859528391856E+02 -1.686785749812E+03
 4.206000000000E+01 -7.008354676707E+02  9.801071938186E+02 -1.680942661489E+03
 4.207000000000E+01 -7.008321578236E+02  9.720096892331E+02 -1.672841847057E+03
 4.208000000000E+01 -7.008195889224E+02  9.608899653939E+02 -1.661709554316E+03
 4.209000000000E+01 -7.008285183043E+02  9.512505669971E+02 -1.652079085301E+03
 4.210000000000E+01 -7.008203711357E+02  9.470251282224E+02 -1.647845499358E+03
 4.211000000000E+01 -7.008211574748E+02  9.432046155493E+02 -1.644025773024E+03
 4.212000000000E+01 -7.008183082840E+02  9.372063578840E+02 -1.638024666168E+03
 4.213000000000E+01 -7.008185281988E+02  9.337366767408E+02 -1.634555204940E+03
 4.214000000000E+01 -7.008167403601E+02  9.380558766711E+02 -1.638872617031E+03
 4.215000000000E+01 -7.008126741855E+02  9.498259926740E+02 -1.650638666860E+03
 4.216000000000E+01 -7.008137351363E+02  9.642138673702E+02 -1.665027602506E+03
 4.217000000000E+01 -7.008065866091E+02  9.750371426786E+02 -1.675843729288E+03
 4.218000000000E+01 -7.008093794451E+02  9.790669915558E+02 -1.679876371001E+03
 4.219000000000E+01 -7.008157368157E+02  9.791376817483E+02 -1.679953418564E+03
 4.220000000000E+01 -7.008082881892E+02  9.812337304146E+02 -1.682042018604E+03
 4.221000000000E+01 -7.007975610574E+02  9.886485854637E+02 -1.689446146521E+03
 4.222000000000E+01 -7.008014437404E+02  9.976773109975E+02 -1.698478754738E+03
 4.223000000000E+01 -7.008045234437E+02  1.001945838348E+03 -1.702750361792E+03
 4.224000000000E+01 -7.008208726085E+02  1.000194781944E+03 -1.701015654553E+03
 4.225000000000E+01 -7.008211054440E+02  9.969542592766E+02 -1.697775364721E+03
 4.226000000000E+01 -7.008326206116E+02  9.960991489309E+02 -1.696931769542E+03
 4.227000000000E+01 -7.008421157578E+02  9.982661132839E+02 -1.699108229042E+03
 4.228000000000E+01 -7.008354978733E+02  1.000096158615E+03 -1.700931656488E+03
 4.229000000000E+01 -7.008362680675E+02  9.967006452393E+02 -1.697536913307E+03
 4.230000000000E+01 -7.008311152759E+02  9.880596022649E+02 -1.688890717541E+03
 4.231000000000E+01 -7.008326192679E+02  9.793296126454E+02 -1.680162231913E+03
 4.232000000000E+01 -7.008390288100E+02  9.753344902860E+02 -1.676173519096E+03
 4.233000000000E+01 -7.008400598844E+02  9.755371419606E+02 -1.676377201845E+03
 4.234000000000E+01 -7.008377536538E+02  9.788850603495E+02 -1.679722814003E+03
 4.235000000000E+01 -7.008459654240E+02  9.848322864136E+02 -1.685678251838E+03
 4.236000000000E+01 -7.008444483182E+02  9.902041390988E+02 -1.691048587417E+03
 4.237000000000E+01 -7.008511065140E+02  9.917906808073E+02 -1.692641787321E+03
 4.238000000000E+01 -7.008444239930E+02  9.890506606558E+02 -1.689895084649E+03
 4.239000000000E+01 -7.008431024604E+02  9.856589563598E+02 -1.686502058820E+03
 4.240000000000E+01 -7.008517952440E+02  9.870466124598E+02 -1.687898407704E+03
 4.241000000000E+01 -7.008502918531E+02  9.942523040476E+02 -1.695102595901E+03
 4.242000000000E+01 -7.008495589435E+02  1.002319584059E+03 -1.703169143003E+03
 4.243000000000E+01 -7.008603150569E+02  1.005893798862E+03 -1.706754113919E+03
 4.244000000000E+01 -7.008477631691E+02  1.003819697999E+03 -1.704667461168E+03
 4.245000000000E+01 -7.008421269996E+02  9.974308567141E+02 -1.698272983714E+03
 4.246000000000E+01 -7.008446767940E+02  9.882844151224E+02 -1.689129091916E+03
 4.247000000000E+01 -7.008408402875E+02  9.784185489053E+02 -1.679259389193E+03
 4.248000000000E+01 -7.008390487480E+02  9.685416384754E+02 -1.669380687223E+03
 4.249000000000E+01 -7.008338914094E+02  9.600714676115E+02 -1.660905359021E+03
 4.250000000000E+01 -7.008364446276E+02  9.580720230238E+02 -1.658908467651E+03
 4.251000000000E+01 -7.008374965787E+02  9.634046847587E+02 -1.664242181337E+03
 4.252000000000E+01 -7.008434035453E+02  9.717678256417E+02 -1.672611229187E+03
 4.253000000000E+01 -7.008308790776E+02  9.791672380696E+02 -1.679998117147E+03
 4.254000000000E+01 -7.008186163809E+02  9.819688006859E+02 -1.682787417067E+03
 4.255000000000E+01 -7.008155422188E+02  9.768952347458E+02 -1.677710776965E+03
 4.256000000000E+01 -7.008234129665E+02  9.655519430427E+02 -1.666375356009E+03
 4.257000000000E+01 -7.008202718336E+02  9.581895702063E+02 -1.659009842040E+03
 4.258000000000E+01 -7.008159519860E+02  9.645670333378E+02 -1.665382985324E+03
 4.259000000000E+01 -7.008239569967E+02  9.807103351251E+02 -1.681534292122E+03
 4.260000000000E+01 -7.008296159376E+02  9.960349187568E+02 -1.696864534694E+03
 4.261000000000E+01 -7.008285785932E+02  1.005041161351E+03 -1.705869739945E+03
 4.262000000000E+01 -7.008334321936E+02  1.008151613461E+03 -1.708985045654E+03
 4.263000000000E+01 -7.008339600626E+02  1.006220150776E+03 -1.707054110839E+03
 4.264000000000E+01 -7.008329362422E+02  9.979095841880E+02 -1.698742520430E+03
 4.265000000000E+01 -7.008308509279E+02  9.845254629392E+02 -1.685356313867E+03
 4.266000000000E+01 -7.008279958422E+02  9.725799872227E+02 -1.673407983065E+03
 4.267000000000E+01 -7.008211003112E+02  9.682505326688E+02 -1.669071632980E+03
 4.268000000000E+01 -7.008172880107E+02  9.703763432377E+02 -1.671193631248E+03
 4.269000000000E+01 -7.008134438567E+02  9.755789899457E+02 -1.676392433802E+03
 4.270000000000E+01 -7.008182977161E+02  9.841031586409E+02 -1.684921456357E+03
 4.271000000000E+01 -7.008300988977E+02  9.966711956579E+02 -1.697501294556E+03
 4.272000000000E+01 -7.008275979775E+02  1.008694003217E+03 -1.709521601194E+03
 4.273000000000E+01 -7.008188892417E+02  1.011950345319E+03 -1.712769234560E+03
 4.274000000000E+01 -7.008280565597E+02  1.006302765321E+03 -1.707130821880E+03
 4.275000000000E+01 -7.008351928353E+02  9.983572391054E+02 -1.699192431941E+03
 4.276000000000E+01 -7.008290632972E+02  9.928038287716E+02 -1.693632892069E+03
 4.277000000000E+01 -7.008308703521E+02  9.883930732894E+02 -1.689223943642E+03
 4.278000000000E+01 -7.008349497173E+02  9.834308494050E+02 -1.684265799122E+03
 4.279000000000E+01 -7.008310995913E+02  9.800106159910E+02 -1.680841715582E+03
 4.280000000000E+01 -7.008385490182E+02  9.794839611490E+02 -1.680322510167E+03
 4.281000000000E+01 -7.008372869943E+02  9.789248027810E+02 -1.679762089775E+03
 4.282000000000E+01 -7.008375337567E+02  9.762852315983E+02 -1.677122765355E+03
 4.283000000000E+01 -7.008375108007E+02  9.731626516653E+02 -1.674000162466E+03
 4.284000000000E+01 -7.008385151686E+02  9.732852316133E+02 -1.674123746782E+03
 4.285000000000E+01 -7.008301210132E+02  9.781956252743E+02 -1.679025746288E+03
 4.286000000000E+01 -7.008296366127E+02  9.806119426192E+02 -1.681441579232E+03
 4.287000000000E+01 -7.008308741852E+02  9.761213726939E+02 -1.676952246879E+03
 4.288000000000E+01 -7.008303014902E+02  9.701003633315E+02 -1.670930664822E+03
 4.289000000000E+01 -7.008284950680E+02  9.708023347743E+02 -1.671630829842E+03
 4.290000000000E+01 -7.008364687897E+02  9.800917690383E+02 -1.680928237828E+03
 4.291000000000E+01 -7.008406084226E+02  9.920530222958E+02 -1.692893630718E+03
 4.292000000000E+01 -7.008401055101E+02  9.998533134182E+02 -1.700693418928E+03
 4.293000000000E+01 -7.008377832018E+02  1.001399737958E+03 -1.702237521160E+03
 4.294000000000E+01 -7.008362127290E+02  9.993079462916E+02 -1.700144159021E+03
 4.295000000000E+01 -7.008377371841E+02  9.984177520446E+02 -1.699255489229E+03
 4.296000000000E+01 -7.008456924462E+02  1.000421106168E+03 -1.701266798614E+03
 4.297000000000E+01 -7.008405950311E+02  1.002496887914E+03 -1.703337482945E+03
 4.298000000000E+01 -7.008377831385E+02  1.001379504911E+03 -1.702217288050E+03
 4.299000000000E+01 -7.008370027656E+02  9.965201329598E+02 -1.697357135725E+03
 4.300000000000E+01 -7.008349358051E+02  9.902807039744E+02 -1.691115639780E+03
 4.301000000000E+01 -7.008369828824E+02  9.860958998268E+02 -1.686932882709E+03
 4.302000000000E+01 -7.008308310294E+02  9.854294323808E+02 -1.686260263410E+03
 4.303000000000E+01 -7.008280037129E+02  9.902233247587E+02 -1.691051328472E+03
 4.304000000000E+01 -7.008249679905E+02  1.001305682291E+03 -1.702130650282E+03
 4.305000000000E+01 -7.008255080547E+02  1.013381942511E+03 -1.714207450565E+03
 4.306000000000E+01 -7.008204028993E+02  1.021038626627E+03 -1.721859029527E+03
 4.307000000000E+01 -7.008173255310E+02  1.021469661587E+03 -1.722286987118E+03
 4.308000000000E+01 -7.008219155962E+02  1.015243889245E+03 -1.716065804841E+03
 4.309000000000E+01 -7.008177965106E+02  1.005393678281E+03 -1.706211474791E+03
 4.310000000000E+01 -7.008223740691E+02  9.962194018502E+02 -1.697041775919E+03
 4.311000000000E+01 -7.008121246534E+02  9.925613917649E+02 -1.693373516418E+03
 4.312000000000E+01 -7.008165049373E+02  9.958926460186E+02 -1.696709150956E+03
 4.313000000000E+01 -7.008162737310E+02  1.002259165594E+03 -1.703075439325E+03
 4.314000000000E+01 -7.008152611302E+02  1.007379406133E+03 -1.708194667263E+03
 4.315000000000E+01 -7.008219286377E+02  1.008596905109E+03 -1.709418833746E+03
 4.316000000000E+01 -7.008342155070E+02  1.003849442188E+03 -1.704683657695E+03
 4.317000000000E+01 -7.008421417721E+02  9.929785142819E+02 -1.693820656054E+03
 4.318000000000E+01 -7.008431496909E+02  9.779136701651E+02 -1.678756819856E+03
 4.319000000000E+01 -7.008474682728E+02  9.624177812469E+02 -1.663265249520E+03
 4.320000000000E+01 -7.008397621211E+02  9.524169590192E+02 -1.653256721140E+03
 4.321000000000E+01 -7.008425969745E+02  9.523307037027E+02 -1.653173300677E+03
 4.322000000000E+01 -7.008434217054E+02  9.595432561327E+02 -1.660386677838E+03
 4.323000000000E+01 -7.008375609115E+02  9.660951727582E+02 -1.666932733670E+03
 4.324000000000E+01 -7.008375291819E+02  9.678524298501E+02 -1.668689959032E+03
 4.325000000000E+01 -7.008397757688E+02  9.690861083669E+02 -1.669925884136E+03
 4.326000000000E+01 -7.008459088475E+02  9.773246223286E+02 -1.678170531176E+03
 4.327000000000E+01 -7.008462165135E+02  9.933362423656E+02 -1.694182458879E+03
 4.328000000000E+01 -7.008513792841E+02  1.009180897646E+03 -1.710032276930E+03
 4.329000000000E+01 -7.008526599448E+02  1.017429411611E+03 -1.718282071555E+03
 4.330000000000E+01 -7.008528829103E+02  1.017020867211E+03 -1.717873750121E+03
 4.331000000000E+01 -7.008492516860E+02  1.012790658639E+03 -1.713639910325E+03
 4.332000000000E+01 -7.008525807669E+02  1.011325088685E+03 -1.712177669452E+03
 4.333000000000E+01 -7.008597842324E+02  1.012907364396E+03 -1.713767148628E+03
 4.334000000000E+01 -7.008667179102E+02  1.012692554611E+03 -1.713559272521E+03
 4.335000000000E+01 -7.008577658011E+02  1.007412849508E+03 -1.708270615309E+03
 4.336000000000E+01 -7.008626147344E+02  9.966607893160E+02 -1.697523404050E+03
 4.337000000000E+01 -7.008666609861E+02  9.844069030780E+02 -1.685273564064E+03
 4.338000000000E+01 -7.008684754314E+02  9.772733621722E+02 -1.678141837604E+03
 4.339000000000E+01 -7.008682378310E+02  9.736737262017E+02 -1.674541964033E+03
 4.340000000000E+01 -7.008702784856E+02  9.709760224405E+02 -1.671846300926E+03
 4.341000000000E+01 -7.008656542868E+02  9.701669106565E+02 -1.671032564943E+03
 4.342000000000E+01 -7.008653933349E+02  9.737251224410E+02 -1.674590515776E+03
 4.343000000000E+01 -7.008671907113E+02  9.824937571659E+02 -1.683360947877E+03
 4.344000000000E+01 -7.008715651242E+02  9.952343491379E+02 -1.696105914262E+03
 4.345000000000E+01 -7.008718554049E+02  1.007739523221E+03 -1.708611378626E+03
 4.346000000000E+01 -7.008705715596E+02  1.014681646590E+03 -1.715552218150E+03
 4.347000000000E+01 -7.008672204500E+02  1.015771058997E+03 -1.716638279447E+03
 4.348000000000E+01 -7.008743778278E+02  1.013594687388E+03 -1.714469065216E+03
 4.349000000000E+01 -7.008733434818E+02  1.009657035662E+03 -1.710530379144E+03
 4.350000000000E+01 -7.008751353906E+02  1.005241442654E+03 -1.706116578045E+03
 4.351000000000E+01 -7.008736092976E+02  1.000373780331E+03 -1.701247389628E+03
 4.352000000000E+01 -7.008751390133E+02  9.942109380324E+02 -1.695086077046E+03
 4.353000000000E+01 -7.008745970844E+02  9.881984210233E+02 -1.689073018108E+03
 4.354000000000E+01 -7.008686835330E+02  9.868167749954E+02 -1.687685458528E+03
 4.355000000000E+01 -7.008643589664E+02  9.932945471166E+02 -1.694158906083E+03
 4.356000000000E+01 -7.008616006091E+02  1.003712842949E+03 -1.704574443558E+03
 4.357000000000E+01 -7.008713603853E+02  1.010004267027E+03 -1.710875627412E+03
 4.358000000000E+01 -7.008641796514E+02  1.007728934452E+03 -1.708593114104E+03
 4.359000000000E+01 -7.008664442917E+02  9.994247893587E+02 -1.700291233650E+03
 4.360000000000E+01 -7.008515949191E+02  9.910493237284E+02 -1.691900918647E+03
 4.361000000000E+01 -7.008574722948E+02  9.845917776398E+02 -1.685449249935E+03
 4.362000000000E+01 -7.008594942549E+02  9.821753782170E+02 -1.683034872472E+03
 4.363000000000E+01 -7.008687540366E+02  9.859881443121E+02 -1.686856898349E+03
 4.364000000000E+01 -7.008680144505E+02  9.896830440899E+02 -1.690551058540E+03
 4.365000000000E+01 -7.008736166400E+02  9.881945199817E+02 -1.689068136622E+03
 4.366000000000E+01 -7.008651438698E+02  9.840328897739E+02 -1.684898033644E+03
 4.367000000000E+01 -7.008743459584E+02  9.804951820685E+02 -1.681369528027E+03
 4.368000000000E+01 -7.008735627207E+02  9.795939050977E+02 -1.680467467818E+03
 4.369000000000E+01 -7.008620554133E+02  9.828832135715E+02 -1.683745268985E+03
 4.370000000000E+01 -7.008492833176E+02  9.884006090067E+02 -1.689249892324E+03
 4.371000000000E+01 -7.008613102830E+02  9.922699787798E+02 -1.693131289063E+03
 4.372000000000E+01 -7.008556536136E+02  9.946144277027E+02 -1.695470081316E+03
 4.373000000000E+01 -7.008594961064E+02  9.982495656360E+02 -1.699109061742E+03
 4.374000000000E+01 -7.008533672709E+02  1.002791899126E+03 -1.703645266397E+03
 4.375000000000E+01 -7.008677011844E+02  1.006292340556E+03 -1.707160041740E+03
 4.376000000000E+01 -7.008761541462E+02  1.008416093462E+03 -1.709292247608E+03
 4.377000000000E+01 -7.008766702102E+02  1.008499126449E+03 -1.709375796659E+03
 4.378000000000E+01 -7.008692647954E+02  1.005709535374E+03 -1.706578800170E+03
 4.379000000000E+01 -7.008672394503E+02  9.981577343980E+02 -1.699024973848E+03
 4.380000000000E+01 -7.008767071610E+02  9.841943010016E+02 -1.685071008163E+03
 4.381000000000E+01 -7.008774321842E+02  9.662752100814E+02 -1.667152642266E+03
 4.382000000000E+01 -7.008635415569E+02  9.526609431828E+02 -1.653524484740E+03
 4.383000000000E+01 -7.008627935813E+02  9.528060792482E+02 -1.653668872829E+03
 4.384000000000E+01 -7.008625983854E+02  9.642763812671E+02 -1.665138979653E+03
 4.385000000000E+01 -7.008685018916E+02  9.778556772305E+02 -1.678724179122E+03
 4.386000000000E+01 -7.008677279078E+02  9.892194601291E+02 -1.690087188037E+03
 4.387000000000E+01 -7.008667023537E+02  9.977520304610E+02 -1.698618732815E+03
 4.388000000000E+01 -7.008600571909E+02  1.002830623239E+03 -1.703690680429E+03
 4.389000000000E+01 -7.008605730079E+02  1.002870538864E+03 -1.703731111871E+03
 4.390000000000E+01 -7.008628523339E+02  9.977425063268E+02 -1.698605358661E+03
 4.391000000000E+01 -7.008546324097E+02  9.911739357600E+02 -1.692028568170E+03
 4.392000000000E+01 -7.008487511622E+02  9.873060789135E+02 -1.688154830076E+03
 4.393000000000E+01 -7.008485163370E+02  9.857733721383E+02 -1.686621888475E+03
 4.394000000000E+01 -7.008480003376E+02  9.839104956420E+02 -1.684758495980E+03
 4.395000000000E+01 -7.008446506029E+02  9.820025901839E+02 -1.682847240787E+03
 4.396000000000E+01 -7.008438794258E+02  9.825562339684E+02 -1.683400113394E+03
 4.397000000000E+01 -7.008426206081E+02  9.855940513420E+02 -1.686436671950E+03
 4.398000000000E+01 -7.008482623230E+02  9.880421832367E+02 -1.688890445560E+03
 4.399000000000E+01 -7.008454270527E+02  9.884117643983E+02 -1.689257191451E+03
 4.400000000000E+01 -7.008456587462E+02  9.893726545994E+02 -1.690218313346E+03
 4.401000000000E+01 -7.008648673247E+02  9.943107354264E+02 -1.695175602751E+03
 4.402000000000E+01 -7.008646530979E+02  1.001846480969E+03 -1.702711134067E+03
 4.403000000000E+01 -7.008669880122E+02  1.006342878086E+03 -1.707209866098E+03
 4.404000000000E+01 -7.008664770907E+02  1.003565741509E+03 -1.704432218600E+03
 4.405000000000E+01 -7.008692348922E+02  9.948432292730E+02 -1.695712464165E+03
 4.406000000000E+01 -7.008625478951E+02  9.892076149652E+02 -1.690070162860E+03
 4.407000000000E+01 -7.008689683290E+02  9.918236796391E+02 -1.692692647968E+03
 4.408000000000E+01 -7.008674616800E+02  9.994584017097E+02 -1.700325863390E+03
 4.409000000000E+01 -7.008715879059E+02  1.006383786339E+03 -1.707255374245E+03
 4.410000000000E+01 -7.008725958918E+02  1.007583956738E+03 -1.708456552630E+03
 4.411000000000E+01 -7.008720633730E+02  1.004405514256E+03 -1.705277577629E+03
 4.412000000000E+01 -7.008638922858E+02  9.994303338639E+02 -1.700294226150E+03
 4.413000000000E+01 -7.008662170310E+02  9.907796792530E+02 -1.691645896284E+03
 4.414000000000E+01 -7.008605660126E+02  9.768615555070E+02 -1.677722121520E+03
 4.415000000000E+01 -7.008636072103E+02  9.611511554577E+02 -1.662014762668E+03
 4.416000000000E+01 -7.008561641169E+02  9.488984150169E+02 -1.649754579134E+03
 4.417000000000E+01 -7.008512905537E+02  9.437765904656E+02 -1.644627881019E+03
 4.418000000000E+01 -7.008536096778E+02  9.472024814874E+02 -1.648056091165E+03
 4.419000000000E+01 -7.008546653285E+02  9.567292827405E+02 -1.657583948069E+03
 4.420000000000E+01 -7.008621041739E+02  9.672322024549E+02 -1.668094306629E+03
 4.421000000000E+01 -7.008595255315E+02  9.757885150332E+02 -1.676648040565E+03
 4.422000000000E+01 -7.008646439903E+02  9.832797076195E+02 -1.684144351610E+03
 4.423000000000E+01 -7.008659257200E+02  9.890866406751E+02 -1.689952566395E+03
 4.424000000000E+01 -7.008597805843E+02  9.921220454982E+02 -1.692981826083E+03
 4.425000000000E+01 -7.008605514058E+02  9.920430984679E+02 -1.692903649874E+03
 4.426000000000E+01 -7.008566975024E+02  9.889431245771E+02 -1.689799822079E+03
 4.427000000000E+01 -7.008436351491E+02  9.850600740577E+02 -1.685903709207E+03
 4.428000000000E+01 -7.008416119444E+02  9.817466192748E+02 -1.682588231219E+03
 4.429000000000E+01 -7.008408473219E+02  9.764767218039E+02 -1.677317569126E+03
 4.430000000000E+01 -7.008461866871E+02  9.693977171180E+02 -1.670243903805E+03
 4.431000000000E+01 -7.008448994265E+02  9.653925615549E+02 -1.666237460981E+03
 4.432000000000E+01 -7.008415923140E+02  9.660289542106E+02 -1.666870546525E+03
 4.433000000000E+01 -7.008490237765E+02  9.688096477122E+02 -1.669658671489E+03
 4.434000000000E+01 -7.008454398695E+02  9.721100960064E+02 -1.672955535876E+03
 4.435000000000E+01 -7.008462061799E+02  9.754917382899E+02 -1.676337944470E+03
 4.436000000000E+01 -7.008464648006E+02  9.786065203788E+02 -1.679452985179E+03
 4.437000000000E+01 -7.008490209588E+02  9.807822341488E+02 -1.681631255108E+03
 4.438000000000E+01 -7.008610464121E+02  9.821260821788E+02 -1.682987128591E+03
 4.439000000000E+01 -7.008641203026E+02  9.830333099217E+02 -1.683897430224E+03
 4.440000000000E+01 -7.008510588945E+02  9.833236215653E+02 -1.684174680460E+03
 4.441000000000E+01 -7.008502811688E+02  9.837267600839E+02 -1.684577041253E+03
 4.442000000000E+01 -7.008451641015E+02  9.854310851336E+02 -1.686276249235E+03
 4.443000000000E+01 -7.008497812916E+02  9.881293140619E+02 -1.688979095354E+03
 4.444000000000E+01 -7.008477337142E+02  9.905360628828E+02 -1.691383796597E+03
 4.445000000000E+01 -7.008487433433E+02  9.926552748770E+02 -1.693504018220E+03
 4.446000000000E+01 -7.008515515629E+02  9.962227970222E+02 -1.697074348585E+03
 4.447000000000E+01 -7.008531000317E+02  1.002119450111E+03 -1.702972550143E+03
 4.448000000000E+01 -7.008408337082E+02  1.008600333472E+03 -1.709441167180E+03
 4.449000000000E+01 -7.008474962963E+02  1.012953325988E+03 -1.713800822285E+03
 4.450000000000E+01 -7.008518442418E+02  1.014338161728E+03 -1.715190005970E+03
 4.451000000000E+01 -7.008513343516E+02  1.013384896069E+03 -1.714236230420E+03
 4.452000000000E+01 -7.008490314150E+02  1.010196248112E+03 -1.711045279527E+03
 4.453000000000E+01 -7.008428709616E+02  1.005381312023E+03 -1.706224182984E+03
 4.454000000000E+01 -7.008400399801E+02  1.001629469715E+03 -1.702469509696E+03
 4.455000000000E+01 -7.008379949119E+02  1.001453625748E+03 -1.702291620660E+03
 4.456000000000E+01 -7.008423671820E+02  1.004413707191E+03 -1.705256074373E+03
 4.457000000000E+01 -7.008469692762E+02  1.007865634209E+03 -1.708712603485E+03
 4.458000000000E+01 -7.008523496207E+02  1.011553775117E+03 -1.712406124738E+03
 4.459000000000E+01 -7.008528735682E+02  1.014442141874E+03 -1.715295015442E+03
 4.460000000000E+01 -7.008605572758E+02  1.014695098117E+03 -1.715555655393E+03
 4.461000000000E+01 -7.008567149731E+02  1.011730300441E+03 -1.712587015414E+03
 4.462000000000E+01 -7.008571826674E+02  1.007285761194E+03 -1.708142943862E+03
 4.463000000000E+01 -7.008558906540E+02  1.007700638728E+03 -1.708556529382E+03
 4.464000000000E+01 -7.008508051362E+02  1.014534562707E+03 -1.715385367843E+03
 4.465000000000E+01 -7.008523534033E+02  1.022606860862E+03 -1.723459214265E+03
 4.466000000000E+01 -7.008518423527E+02  1.028537987265E+03 -1.729389829617E+03
 4.467000000000E+01 -7.008597640561E+02  1.031447068993E+03 -1.732306833049E+03
 4.468000000000E+01 -7.008528459764E+02  1.032784690519E+03 -1.733637536495E+03
 4.469000000000E+01 -7.008518329205E+02  1.033298126417E+03 -1.734149959337E+03
 4.470000000000E+01 -7.008543949227E+02  1.031784270552E+03 -1.732638665475E+03
 4.471000000000E+01 -7.008633489044E+02  1.028232099655E+03 -1.729095448559E+03
 4.472000000000E+01 -7.008776852904E+02  1.023805351817E+03 -1.724683037108E+03
 4.473000000000E+01 -7.008743626344E+02  1.018988209302E+03 -1.719862571937E+03
 4.474000000000E+01 -7.008802599755E+02  1.013423645621E+03 -1.714303905596E+03
 4.475000000000E+01 -7.008899829120E+02  1.006438174269E+03 -1.707328157181E+03
 4.476000000000E+01 -7.008881754823E+02  9.992738593749E+02 -1.700162034857E+03
 4.477000000000E+01 -7.008735740669E+02  9.946249163612E+02 -1.695498490428E+03
 4.478000000000E+01 -7.008699781023E+02  9.946281120229E+02 -1.695498090125E+03
 4.479000000000E+01 -7.008689639199E+02  1.000893749828E+03 -1.701762713748E+03
 4.480000000000E+01 -7.008713008240E+02  1.011714135481E+03 -1.712585436305E+03
 4.481000000000E+01 -7.008715846576E+02  1.022000943944E+03 -1.722872528602E+03
 4.482000000000E+01 -7.008900228675E+02  1.027282792505E+03 -1.728172815372E+03
 4.483000000000E+01 -7.008882114358E+02  1.026407966595E+03 -1.727296178031E+03
 4.484000000000E+01 -7.008920236509E+02  1.022448651598E+03 -1.723340675249E+03
 4.485000000000E+01 -7.008846068071E+02  1.019330672930E+03 -1.720215279737E+03
 4.486000000000E+01 -7.008843689664E+02  1.016695434789E+03 -1.717579803755E+03
 4.487000000000E+01 -7.008899854984E+02  1.012584606245E+03 -1.713474591743E+03
 4.488000000000E+01 -7.008927704099E+02  1.009113098945E+03 -1.710005869355E+03
